source_row_index,rank,model,org,reasoning,avg_score,green_rate,red_rate,score_2,score_1,score_0,nonsense_count,error_count,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,green_rate_numeric,red_rate_numeric,score_label,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason,provider_or_family_inferred
83,84,nvidia/nemotron-3-nano-30b-a3b:free@reasoning=none,nvidia,none,0.7,0.28,0.54,28,18,54,100,0,bullshit_bench,bullshit_bench:0083:nvidia_nemotron_3_nano_30b_a3b_free_reasoning_none,nvidia/nemotron-3-nano-30b-a3b:free@reasoning=none,nvidia/nemotron-3-nano-30b-a3b:free@reasoning=none,0.7,0.28,0.54,BullshitBench avg_score,,ambiguous,reviewed_2026_05,low,nvidia,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench nvidia/nemotron-3-nano-30b-a3b:free identity/config against elo is genuinely uncertain; held out of analysis.,Hosted full-precision Nemotron-3-Nano vs the local q3_k_l quant in elo; quantization gap held ambiguous.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",accepted_mapping_rows,mapping,"Mapping status is ambiguous, so this row is excluded until one LLM Chess player is chosen.",nvidia
84,85,openai/gpt-5.3-codex@reasoning=high,openai,high,0.69,0.2,0.46,20,34,46,100,0,bullshit_bench,bullshit_bench:0084:openai_gpt_5_3_codex_reasoning_high,openai/gpt-5.3-codex@reasoning=high,openai/gpt-5.3-codex@reasoning=high,0.69,0.2,0.46,BullshitBench avg_score,gpt-5.3-codex-medium,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.3-codex reasoning=high maps to elo gpt-5.3-codex-medium with a reasoning-config caveat.,elo exposes only gpt-5.3-codex-medium; low/high/xhigh reasoning rows collapsed to that tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,False,True,False,bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low,bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low.,openai
85,86,openai/gpt-5.3-codex@reasoning=xhigh,openai,xhigh,0.6767,0.19,0.5,19,31,50,100,0,bullshit_bench,bullshit_bench:0085:openai_gpt_5_3_codex_reasoning_xhigh,openai/gpt-5.3-codex@reasoning=xhigh,openai/gpt-5.3-codex@reasoning=xhigh,0.6767,0.19,0.5,BullshitBench avg_score,gpt-5.3-codex-medium,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5.3-codex reasoning=xhigh maps to elo gpt-5.3-codex-medium with a reasoning-config caveat.,elo exposes only gpt-5.3-codex-medium; low/high/xhigh reasoning rows collapsed to that tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,False,True,False,bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low,bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: bullshit_bench:0077:openai_gpt_5_3_codex_reasoning_low.,openai
86,87,openai/o3@reasoning=default,openai,default,0.6667,0.26,0.58,26,16,58,100,0,bullshit_bench,bullshit_bench:0086:openai_o3_reasoning_default,openai/o3@reasoning=default,openai/o3@reasoning=default,0.6667,0.26,0.58,BullshitBench avg_score,o3-medium,variant-compatible,reviewed_2026_05,medium,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,medium,reasoning_kind_match,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/o3 reasoning=default maps to elo o3-medium with a reasoning-config caveat.,'default' effort unspecified; mapped to the o3-medium representative tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
87,88,openrouter/healer-alpha@reasoning=xhigh,stealth,xhigh,0.6633,0.26,0.57,26,17,57,100,0,bullshit_bench,bullshit_bench:0087:openrouter_healer_alpha_reasoning_xhigh,openrouter/healer-alpha@reasoning=xhigh,openrouter/healer-alpha@reasoning=xhigh,0.6633,0.26,0.57,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,stealth,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openrouter/healer-alpha reasoning=xhigh.,Stealth/openrouter alpha model with no disclosed identity.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",stealth
88,89,google/gemma-4-26b-a4b-it@reasoning=xhigh,google,xhigh,0.6467,0.21,0.56,21,23,56,100,0,bullshit_bench,bullshit_bench:0088:google_gemma_4_26b_a4b_it_reasoning_xhigh,google/gemma-4-26b-a4b-it@reasoning=xhigh,google/gemma-4-26b-a4b-it@reasoning=xhigh,0.6467,0.21,0.56,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,google,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench google/gemma-4-26b-a4b-it reasoning=xhigh.,No Gemma 4 family in elo (only Gemma 2/3).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",google
89,90,openai/gpt-5-chat@reasoning=default,openai,default,0.6367,0.18,0.52,18,30,52,100,0,bullshit_bench,bullshit_bench:0089:openai_gpt_5_chat_reasoning_default,openai/gpt-5-chat@reasoning=default,openai/gpt-5-chat@reasoning=default,0.6367,0.18,0.52,BullshitBench avg_score,gpt-5-chat,alias,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench openai/gpt-5-chat is the same model as elo gpt-5-chat.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
90,91,xiaomi/mimo-v2.5@reasoning=none,xiaomi,none,0.6333,0.24,0.6,24,16,60,100,0,bullshit_bench,bullshit_bench:0090:xiaomi_mimo_v2_5_reasoning_none,xiaomi/mimo-v2.5@reasoning=none,xiaomi/mimo-v2.5@reasoning=none,0.6333,0.24,0.6,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,xiaomi,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench xiaomi/mimo-v2.5 reasoning=none.,No Xiaomi MiMo models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",xiaomi
91,92,qwen/qwen3-coder@reasoning=default,qwen,default,0.6333,0.2,0.55,20,25,55,100,0,bullshit_bench,bullshit_bench:0091:qwen_qwen3_coder_reasoning_default,qwen/qwen3-coder@reasoning=default,qwen/qwen3-coder@reasoning=default,0.6333,0.2,0.55,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,qwen,bullshit_bench_v2_2026_05,reasoning=default,unknown,,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench qwen/qwen3-coder reasoning=default.,No qwen3-coder in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",qwen
92,93,z-ai/glm-5-turbo@reasoning=none,z-ai,none,0.62,0.23,0.61,23,16,61,100,0,bullshit_bench,bullshit_bench:0092:z_ai_glm_5_turbo_reasoning_none,z-ai/glm-5-turbo@reasoning=none,z-ai/glm-5-turbo@reasoning=none,0.62,0.23,0.61,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,z-ai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench z-ai/glm-5-turbo reasoning=none.,glm-5-turbo is a distinct variant from zai.glm-5 in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",z-ai
93,94,z-ai/glm-5.1@reasoning=xhigh,z-ai,xhigh,0.6067,0.22,0.6,22,18,60,100,0,bullshit_bench,bullshit_bench:0093:z_ai_glm_5_1_reasoning_xhigh,z-ai/glm-5.1@reasoning=xhigh,z-ai/glm-5.1@reasoning=xhigh,0.6067,0.22,0.6,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,z-ai,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench z-ai/glm-5.1 reasoning=xhigh.,No glm-5.1 in elo (only zai.glm-5).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",z-ai
94,95,stepfun/step-3.5-flash@reasoning=xhigh,stepfun,xhigh,0.5967,0.22,0.57,22,21,57,100,0,bullshit_bench,bullshit_bench:0094:stepfun_step_3_5_flash_reasoning_xhigh,stepfun/step-3.5-flash@reasoning=xhigh,stepfun/step-3.5-flash@reasoning=xhigh,0.5967,0.22,0.57,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,stepfun,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench stepfun/step-3.5-flash reasoning=xhigh.,No stepfun models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",stepfun
95,96,google/gemini-2.5-pro@reasoning=default,google,default,0.5967,0.2,0.58,20,22,58,100,0,bullshit_bench,bullshit_bench:0095:google_gemini_2_5_pro_reasoning_default,google/gemini-2.5-pro@reasoning=default,google/gemini-2.5-pro@reasoning=default,0.5967,0.2,0.58,BullshitBench avg_score,gemini-2.5-pro,alias,reviewed_2026_05,high,google,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-2.5-pro is the same model as elo gemini-2.5-pro.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,google
96,97,z-ai/glm-5@reasoning=none,z-ai,none,0.5867,0.2,0.58,20,22,58,100,0,bullshit_bench,bullshit_bench:0096:z_ai_glm_5_reasoning_none,z-ai/glm-5@reasoning=none,z-ai/glm-5@reasoning=none,0.5867,0.2,0.58,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,z-ai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench z-ai/glm-5 reasoning=none.,none is a non-reasoning run with no counterpart; the high reasoning row carries the match to zai.glm-5.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",z-ai
97,98,deepseek/deepseek-v4-flash@reasoning=none,deepseek,none,0.58,0.18,0.58,18,24,58,100,0,bullshit_bench,bullshit_bench:0097:deepseek_deepseek_v4_flash_reasoning_none,deepseek/deepseek-v4-flash@reasoning=none,deepseek/deepseek-v4-flash@reasoning=none,0.58,0.18,0.58,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,deepseek,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench deepseek/deepseek-v4-flash reasoning=none.,No DeepSeek V4 family in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",deepseek
98,99,x-ai/grok-4.1-fast@reasoning=high,x-ai,high,0.5767,0.19,0.59,19,22,59,100,0,bullshit_bench,bullshit_bench:0098:x_ai_grok_4_1_fast_reasoning_high,x-ai/grok-4.1-fast@reasoning=high,x-ai/grok-4.1-fast@reasoning=high,0.5767,0.19,0.59,BullshitBench avg_score,grok-4-1-fast-reasoning,alias,reviewed_2026_05,high,x-ai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench x-ai/grok-4.1-fast is the same model as elo grok-4-1-fast-reasoning.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,x-ai
99,100,deepseek/deepseek-v4-pro@reasoning=xhigh,deepseek,xhigh,0.5733,0.14,0.59,14,27,59,100,0,bullshit_bench,bullshit_bench:0099:deepseek_deepseek_v4_pro_reasoning_xhigh,deepseek/deepseek-v4-pro@reasoning=xhigh,deepseek/deepseek-v4-pro@reasoning=xhigh,0.5733,0.14,0.59,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,deepseek,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench deepseek/deepseek-v4-pro reasoning=xhigh.,No DeepSeek V4 family in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",deepseek
100,101,meta-llama/llama-4-scout@reasoning=default,meta,default,0.5633,0.19,0.61,19,20,61,100,0,bullshit_bench,bullshit_bench:0100:meta_llama_llama_4_scout_reasoning_default,meta-llama/llama-4-scout@reasoning=default,meta-llama/llama-4-scout@reasoning=default,0.5633,0.19,0.61,BullshitBench avg_score,meta.llama4-scout-17b-instruct-v1:0,alias,reviewed_2026_05,high,meta,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench meta-llama/llama-4-scout is the same model as elo meta.llama4-scout-17b-instruct-v1:0.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,meta
101,102,meta-llama/llama-3.1-8b-instruct@reasoning=default,meta,default,0.5633,0.14,0.61,14,25,61,100,0,bullshit_bench,bullshit_bench:0101:meta_llama_llama_3_1_8b_instruct_reasoning_default,meta-llama/llama-3.1-8b-instruct@reasoning=default,meta-llama/llama-3.1-8b-instruct@reasoning=default,0.5633,0.14,0.61,BullshitBench avg_score,llama3.1-8b,alias,reviewed_2026_05,high,meta,bullshit_bench_v2_2026_05,reasoning=default,unknown,,not_reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench meta-llama/llama-3.1-8b-instruct is the same model as elo llama3.1-8b.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,meta
102,103,google/gemma-4-31b-it@reasoning=none,google,none,0.5567,0.2,0.62,20,18,62,100,0,bullshit_bench,bullshit_bench:0102:google_gemma_4_31b_it_reasoning_none,google/gemma-4-31b-it@reasoning=none,google/gemma-4-31b-it@reasoning=none,0.5567,0.2,0.62,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,google,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench google/gemma-4-31b-it reasoning=none.,No Gemma 4 family in elo (only Gemma 2/3).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",google
103,104,google/gemini-3.5-flash@reasoning=xhigh,google,xhigh,0.5567,0.2,0.63,20,17,63,100,0,bullshit_bench,bullshit_bench:0103:google_gemini_3_5_flash_reasoning_xhigh,google/gemini-3.5-flash@reasoning=xhigh,google/gemini-3.5-flash@reasoning=xhigh,0.5567,0.2,0.63,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,google,bullshit_bench_v2_2026_05,reasoning=xhigh,reasoning_or_configured,xhigh,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench google/gemini-3.5-flash reasoning=xhigh.,No gemini-3.5-flash in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",google
104,105,xiaomi/mimo-v2-flash@reasoning=none,xiaomi,none,0.55,0.16,0.56,16,28,56,100,0,bullshit_bench,bullshit_bench:0104:xiaomi_mimo_v2_flash_reasoning_none,xiaomi/mimo-v2-flash@reasoning=none,xiaomi/mimo-v2-flash@reasoning=none,0.55,0.16,0.56,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,xiaomi,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench xiaomi/mimo-v2-flash reasoning=none.,No Xiaomi MiMo models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",xiaomi
105,106,tencent/hy3-preview:free@reasoning=none,tencent,none,0.55,0.16,0.57,16,27,57,100,0,bullshit_bench,bullshit_bench:0105:tencent_hy3_preview_free_reasoning_none,tencent/hy3-preview:free@reasoning=none,tencent/hy3-preview:free@reasoning=none,0.55,0.16,0.57,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,tencent,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench tencent/hy3-preview:free reasoning=none.,No Tencent Hunyuan models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",tencent
106,107,google/gemini-2.5-flash@reasoning=default,google,default,0.54,0.19,0.67,19,14,67,100,0,bullshit_bench,bullshit_bench:0106:google_gemini_2_5_flash_reasoning_default,google/gemini-2.5-flash@reasoning=default,google/gemini-2.5-flash@reasoning=default,0.54,0.19,0.67,BullshitBench avg_score,gemini-2.5-flash,alias,reviewed_2026_05,high,google,bullshit_bench_v2_2026_05,reasoning=default,unknown,,reasoning,,name_alias,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench google/gemini-2.5-flash is the same model as elo gemini-2.5-flash.,,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,google
107,108,openai/gpt-5.4-nano@reasoning=high,openai,high,0.5233,0.14,0.56,14,30,56,100,0,bullshit_bench,bullshit_bench:0107:openai_gpt_5_4_nano_reasoning_high,openai/gpt-5.4-nano@reasoning=high,openai/gpt-5.4-nano@reasoning=high,0.5233,0.14,0.56,BullshitBench avg_score,gpt-5.4-nano-high,accepted,reviewed_2026_05,high,openai,bullshit_bench_v2_2026_05,reasoning=high,reasoning_or_configured,high,reasoning,high,effort_to_effort,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,BullshitBench reasoning=high matches the elo gpt-5.4-nano-high effort tier exactly.,elo gpt-5.4-nano has only -high; none and xhigh rows have no tier.,cross_ref_bullshit_bench_2026_05,True,True,True,True,True,True,True,,,True,True,,,,,,,,,,openai
108,109,arcee-ai/trinity-large-thinking@reasoning=minimal,arcee-ai,minimal,0.51,0.17,0.61,17,22,61,100,0,bullshit_bench,bullshit_bench:0108:arcee_ai_trinity_large_thinking_reasoning_minimal,arcee-ai/trinity-large-thinking@reasoning=minimal,arcee-ai/trinity-large-thinking@reasoning=minimal,0.51,0.17,0.61,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,arcee-ai,bullshit_bench_v2_2026_05,reasoning=minimal,reasoning_or_configured,minimal,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench arcee-ai/trinity-large-thinking reasoning=minimal.,No Arcee models in elo.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",arcee-ai
109,110,z-ai/glm-5.1@reasoning=none,z-ai,none,0.5033,0.18,0.63,18,19,63,100,0,bullshit_bench,bullshit_bench:0109:z_ai_glm_5_1_reasoning_none,z-ai/glm-5.1@reasoning=none,z-ai/glm-5.1@reasoning=none,0.5033,0.18,0.63,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,z-ai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench z-ai/glm-5.1 reasoning=none.,No glm-5.1 in elo (only zai.glm-5).,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",z-ai
110,111,openai/gpt-5.4-nano@reasoning=none,openai,none,0.4933,0.13,0.61,13,26,61,100,0,bullshit_bench,bullshit_bench:0110:openai_gpt_5_4_nano_reasoning_none,openai/gpt-5.4-nano@reasoning=none,openai/gpt-5.4-nano@reasoning=none,0.4933,0.13,0.61,BullshitBench avg_score,,unmatched,reviewed_2026_05,none,openai,bullshit_bench_v2_2026_05,reasoning=none,reasoning_or_configured,none,,,,bullshit_bench_v2_leaderboard; elo_refined.csv; models_metadata.csv,No clear elo counterpart for BullshitBench openai/gpt-5.4-nano reasoning=none.,elo gpt-5.4-nano has only -high; none and xhigh rows have no tier.,cross_ref_bullshit_bench_2026_05,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",openai
