source_row_index,Model,Score,90% CI,llm_chess_model,eci_ci_low,eci_ci_high,eci_ci90_half_width,eval_id,eval_row_id,eval_model_label,eval_variant_label,score_numeric,score_label,source_llm_chess_model,llm_chess_player,mapping_status,review_status,confidence,provider_or_family,version_or_release_clue,reasoning_or_system_config,eval_reasoning_kind,eval_reasoning_effort,llm_chess_reasoning_kind,llm_chess_reasoning_effort,reasoning_rule_applied,evidence_refs,rationale,open_questions,reviewer,source_llm_chess_model_mapping,has_numeric_score,made_accepted_mapping,joined_llm_chess_metric_row,made_metric_sample_pre_dedupe,survived_metric_dedupe,joined_llm_chess_row_with_non_null_elo,survived_elo_dedupe,metric_dedupe_kept_eval_row_id,elo_dedupe_kept_eval_row_id,has_llm_chess_match,has_llm_chess_elo,metric_drop_stage,metric_drop_side,metric_drop_reason,elo_drop_stage,elo_drop_side,elo_drop_reason,first_failed_stage,first_failed_side,first_failed_reason
115,Llama 3.1-405B,129,(124 - 131),,124.0,131.0,3.5,eci,eci:0115,Llama 3.1-405B,Llama 3.1-405B,129,ECI,,,unmatched,qa_passed,low,Llama 3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
116,GPT-4o (May 2024),129,(123 - 131),gpt-4o-2024-05-13,123.0,131.0,4.0,eci,eci:0116,GPT-4o (May 2024),GPT-4o (May 2024),129,ECI,gpt-4o-2024-05-13,gpt-4o-2024-05-13,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-2024-05-13,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
117,Mistral Large 2 (Nov 2024),129,(124 - 131),,124.0,131.0,3.5,eci,eci:0117,Mistral Large 2 (Nov 2024),Mistral Large 2 (Nov 2024),129,ECI,,,unmatched,qa_passed,low,Mistral,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
118,Mistral Small 3.1,128,(123 - 129),,123.0,129.0,3.0,eci,eci:0118,Mistral Small 3.1,Mistral Small 3.1,128,ECI,,,unmatched,reviewed_2026_07_eci_refresh,none,Mistral Small 3,epoch_eci_refresh_2026_07,,unknown,,,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh. No LLM Chess counterpart exists, so there is nothing to map; the row stays visible in coverage and out of every statistic.","LLM Chess has mistral-small-24b-instruct@q4_k_m (Mistral Small 3, 2025-01) and mistral-small-instruct (2024-09); Mistral Small 3.1 is a distinct release.",cross_ref_eci_refresh_2026_07,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
119,GPT-4 Turbo (Apr 2024),128,(122 - 129),gpt-4-turbo,122.0,129.0,3.5,eci,eci:0119,GPT-4 Turbo (Apr 2024),GPT-4 Turbo (Apr 2024),128,ECI,gpt-4-turbo,gpt-4-turbo,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4-turbo,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
120,Mistral Large 2 (Jul 2024),128,(122 - 129),,122.0,129.0,3.5,eci,eci:0120,Mistral Large 2 (Jul 2024),Mistral Large 2 (Jul 2024),128,ECI,,,unmatched,qa_passed,low,Mistral,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
121,Claude 3.5 Haiku,127,(120 - 131),claude-3-5-haiku,120.0,131.0,5.5,eci,eci:0121,Claude 3.5 Haiku,Claude 3.5 Haiku,127,ECI,claude-3-5-haiku,claude-3-5-haiku,accepted,qa_passed,seed-medium,Claude 3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-3-5-haiku,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
122,Llama 3.3 70B,127,(123 - 130),llama-3.3-70b,123.0,130.0,3.5,eci,eci:0122,Llama 3.3 70B,Llama 3.3 70B,127,ECI,llama-3.3-70b,llama-3.3-70b,accepted,qa_passed,seed-medium,Llama 3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,llama-3.3-70b,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
123,Gemini 1.5 Pro (May 2024),127,(122 - 130),gemini-1.5-pro-preview,122.0,130.0,4.0,eci,eci:0123,Gemini 1.5 Pro (May 2024),Gemini 1.5 Pro (May 2024),127,ECI,gemini-1.5-pro-preview,gemini-1.5-pro-preview,accepted,qa_passed,seed-medium,Gemini 1,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-1.5-pro-preview,True,True,True,True,False,True,False,eci:0104,eci:0104,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0104.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: eci:0104.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0104.
124,GPT-4o mini,127,(121 - 129),gpt-4o-mini,121.0,129.0,4.0,eci,eci:0124,GPT-4o mini,GPT-4o mini,127,ECI,gpt-4o-mini,gpt-4o-mini,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4o-mini,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
125,Claude 3 Opus,127,(122 - 130),claude-3-opus,122.0,130.0,4.0,eci,eci:0125,Claude 3 Opus,Claude 3 Opus,127,ECI,claude-3-opus,claude-3-opus,accepted,qa_passed,seed-medium,Claude,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-3-opus,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
126,GPT-4 (Mar 2023),126,(120 - 132),gpt-4,120.0,132.0,6.0,eci,eci:0126,GPT-4 (Mar 2023),GPT-4 (Mar 2023),126,ECI,gpt-4,gpt-4,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
127,Llama 3.2 90B,126,(120 - 127),,120.0,127.0,3.5,eci,eci:0127,Llama 3.2 90B,Llama 3.2 90B,126,ECI,,,unmatched,qa_passed,low,Llama 3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
128,Llama 3.1-70B,126,(119 - 128),,119.0,128.0,4.5,eci,eci:0128,Llama 3.1-70B,Llama 3.1-70B,126,ECI,,,unmatched,qa_passed,low,Llama 3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
129,Qwen2-72B,125,(119 - 127),,119.0,127.0,4.0,eci,eci:0129,Qwen2-72B,Qwen2-72B,125,ECI,,,unmatched,qa_passed,low,Qwen2,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
130,"DeepSeek-V2 (MoE-236B, May 2024)",125,(118 - 127),,118.0,127.0,4.5,eci,eci:0130,"DeepSeek-V2 (MoE-236B, May 2024)","DeepSeek-V2 (MoE-236B, May 2024)",125,ECI,,,unmatched,qa_passed,low,DeepSeek,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
131,Amazon Nova Pro,124,(108 - 127),,108.0,127.0,9.5,eci,eci:0131,Amazon Nova Pro,Amazon Nova Pro,124,ECI,,amazon.nova-pro-v1,accepted,reviewed_2026_07_eci_refresh,high,Amazon,epoch_eci_refresh_2026_07,,unknown,,not_reasoning,,,epoch_eci_scores_csv_2026_07_28; elo_refined.csv; models_metadata.csv; reasoning_effort_rule:README.md#stage-ownership,"New in the 2026-07 ECI refresh (Epoch backfill). Amazon Nova Pro maps to amazon.nova-pro-v1, the single Nova Pro entry in elo_refined.csv; the sibling Nova Lite and Nova Premier rows are distinct product tiers and are not candidates. Nova Pro is a non-reasoning model with no effort tiers on either side, so no reasoning clause applies.","amazon.nova-pro-v1 has 33 LLM Chess games but no rated Elo (elo is null), so this row joins the non-Elo metric sample only and is dropped from every Elo correlation.",cross_ref_eci_refresh_2026_07,,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
132,Llama 3-70B,123,(117 - 126),llama-3-70b-instruct-awq,117.0,126.0,4.5,eci,eci:0132,Llama 3-70B,Llama 3-70B,123,ECI,llama-3-70b-instruct-awq,llama-3-70b-instruct-awq,accepted,qa_passed,seed-medium,Llama,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,llama-3-70b-instruct-awq,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
133,Gemini 1.5 Flash (May 2024),123,(116 - 125),gemini-1.5-flash-001,116.0,125.0,4.5,eci,eci:0133,Gemini 1.5 Flash (May 2024),Gemini 1.5 Flash (May 2024),123,ECI,gemini-1.5-flash-001,gemini-1.5-flash-001,accepted,qa_passed,seed-medium,Gemini 1,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemini-1.5-flash-001,True,True,True,True,False,True,False,eci:0110,eci:0110,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0110.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: eci:0110.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0110.
134,Gemma 2 27B,122,(115 - 124),gemma-2-27b-it@q6_k_l,115.0,124.0,4.5,eci,eci:0134,Gemma 2 27B,Gemma 2 27B,122,ECI,gemma-2-27b-it@q6_k_l,gemma-2-27b-it@q6_k_l,accepted,qa_passed,seed-medium,Gemma,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemma-2-27b-it@q6_k_l,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
135,GPT-4 (Jun 2023),122,(115 - 124),gpt-4,115.0,124.0,4.5,eci,eci:0135,GPT-4 (Jun 2023),GPT-4 (Jun 2023),122,ECI,gpt-4,gpt-4,accepted,qa_passed,seed-medium,GPT,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-4,True,True,True,True,False,True,False,eci:0126,eci:0126,True,True,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0126.,elo_analysis_rows_max_dedupe,dedupe,Another eval row for this Elo-valid LLM Chess player was kept after max-score Elo dedupe: eci:0126.,metric_analysis_rows_max_dedupe,dedupe,Another eval row for this LLM Chess player was kept after max-score metric dedupe: eci:0126.
136,phi-3-small 7.4B,122,(114 - 124),,114.0,124.0,5.0,eci,eci:0136,phi-3-small 7.4B,phi-3-small 7.4B,122,ECI,,,unmatched,qa_passed,low,phi-3-small 7,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
137,Mixtral 8x22B,121,(112 - 124),,112.0,124.0,6.0,eci,eci:0137,Mixtral 8x22B,Mixtral 8x22B,121,ECI,,,unmatched,qa_passed,low,Mixtral,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
138,Claude Instant,121,(114 - 124),,114.0,124.0,5.0,eci,eci:0138,Claude Instant,Claude Instant,121,ECI,,,unmatched,qa_passed,low,Claude,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
139,phi-3-medium 14B,121,(115 - 124),,115.0,124.0,4.5,eci,eci:0139,phi-3-medium 14B,phi-3-medium 14B,121,ECI,,,unmatched,qa_passed,low,phi,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
140,Mistral Large,121,(113 - 124),,113.0,124.0,5.5,eci,eci:0140,Mistral Large,Mistral Large,121,ECI,,,unmatched,qa_passed,low,Mistral,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
141,Claude 3 Sonnet,120,(112 - 123),claude-3-sonnet,112.0,123.0,5.5,eci,eci:0141,Claude 3 Sonnet,Claude 3 Sonnet,120,ECI,claude-3-sonnet,claude-3-sonnet,accepted,qa_passed,seed-medium,Claude,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-3-sonnet,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
142,Claude 2,120,(112 - 124),claude-2,112.0,124.0,6.0,eci,eci:0142,Claude 2,Claude 2,120,ECI,claude-2,claude-2,accepted,qa_passed,seed-medium,Claude,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-2,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
143,Gemma 2 9B,120,(112 - 123),gemma-2-9b-it-8bit,112.0,123.0,5.5,eci,eci:0143,Gemma 2 9B,Gemma 2 9B,120,ECI,gemma-2-9b-it-8bit,gemma-2-9b-it-8bit,accepted,qa_passed,seed-medium,Gemma,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gemma-2-9b-it-8bit,True,True,True,True,True,True,True,,,True,True,,,,,,,,,
144,Qwen2.5-Coder-32B,119,(110 - 125),,110.0,125.0,7.5,eci,eci:0144,Qwen2.5-Coder-32B,Qwen2.5-Coder-32B,119,ECI,,,unmatched,qa_passed,low,Qwen2,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
145,Mistral NeMo,118,(110 - 122),mistral-nemo-12b-instruct,110.0,122.0,6.0,eci,eci:0145,Mistral NeMo,Mistral NeMo,118,ECI,mistral-nemo-12b-instruct,mistral-nemo-12b-instruct,accepted,qa_passed,seed-medium,Mistral,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,mistral-nemo-12b-instruct,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
146,Claude 2.1,118,(111 - 121),claude-2-1,111.0,121.0,5.0,eci,eci:0146,Claude 2.1,Claude 2.1,118,ECI,claude-2-1,claude-2-1,accepted,qa_passed,seed-medium,Claude 2,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-2-1,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
147,GPT-3.5 Turbo (Nov 2023),118,(110 - 121),gpt-35-turbo-1106,110.0,121.0,5.5,eci,eci:0147,GPT-3.5 Turbo (Nov 2023),GPT-3.5 Turbo (Nov 2023),118,ECI,gpt-35-turbo-1106,gpt-35-turbo-1106,accepted,qa_passed,seed-medium,GPT-3,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,gpt-35-turbo-1106,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
148,Mixtral 8x7B,118,(111 - 121),,111.0,121.0,5.0,eci,eci:0148,Mixtral 8x7B,Mixtral 8x7B,118,ECI,,,unmatched,qa_passed,low,Mixtral,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
149,Claude 3 Haiku,118,(110 - 121),claude-3-haiku,110.0,121.0,5.5,eci,eci:0149,Claude 3 Haiku,Claude 3 Haiku,118,ECI,claude-3-haiku,claude-3-haiku,accepted,qa_passed,seed-medium,Claude,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,claude-3-haiku,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
150,Yi-34B,117,(108 - 121),,108.0,121.0,6.5,eci,eci:0150,Yi-34B,Yi-34B,117,ECI,,,unmatched,qa_passed,low,Yi,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
151,phi-3-mini 3.8B,117,(109 - 121),,109.0,121.0,6.0,eci,eci:0151,phi-3-mini 3.8B,phi-3-mini 3.8B,117,ECI,,,unmatched,qa_passed,low,phi-3-mini 3,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
152,Gemini 1.0 Pro,117,(110 - 120),,110.0,120.0,5.0,eci,eci:0152,Gemini 1.0 Pro,Gemini 1.0 Pro,117,ECI,,,unmatched,qa_passed,low,Gemini 1,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
153,Stable Beluga 2,117,(108 - 120),,108.0,120.0,6.0,eci,eci:0153,Stable Beluga 2,Stable Beluga 2,117,ECI,,,unmatched,qa_passed,low,Stable,legacy_bridge_column,,unknown,,,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,No legacy bridge value present.,published_mapping_review,,True,False,False,False,False,False,False,,,False,False,accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned.",accepted_mapping_rows,mapping,"Mapping status is unmatched, so no LLM Chess player is assigned."
154,Llama 3-8B,116,(108 - 119),llama3-8b-8192,108.0,119.0,5.5,eci,eci:0154,Llama 3-8B,Llama 3-8B,116,ECI,llama3-8b-8192,llama3-8b-8192,accepted,qa_passed,seed-medium,Llama,legacy_bridge_column,,unknown,,not_reasoning,,,legacy_source_column:llm_chess_model,Generated from the legacy ECI bridge-column workflow and retained as the published reviewed mapping source of truth.,,published_mapping_review,llama3-8b-8192,True,True,True,True,True,False,False,,,True,False,,,,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.,rows_joined_to_llm_chess_rows_with_non_null_elo,chess,The mapped LLM Chess player exists in the LLM Chess inputs but its Elo is missing.
